"Номер операции","Дата","Код магазина","Код товара","Количество упаковок, шт.","Тип операции","Цена руб./шт."
"2182","10/8/2021","M3","9","18","Продажа","55"
"2183","10/8/2021","M3","10","180","Поступление","70"
"2184","10/8/2021","M3","10","18","Продажа","70"
"2185","10/8/2021","M3","13","180","Поступление","60"
"2186","10/8/2021","M3","13","16","Продажа","60"
"2187","10/8/2021","M3","15","170","Поступление","70"
"2188","10/8/2021","M3","15","24","Продажа","70"
"2189","10/8/2021","M4","4","180","Поступление","75"
"2190","10/8/2021","M4","4","36","Продажа","75"
"2191","10/8/2021","M4","5","180","Поступление","70"
"2192","10/8/2021","M4","5","24","Продажа","70"
"2193","10/8/2021","M4","6","170","Поступление","50"
"2194","10/8/2021","M4","6","18","Продажа","50"
"2195","10/8/2021","M4","9","180","Поступление","55"
"2196","10/8/2021","M4","9","30","Продажа","55"
"2197","10/8/2021","M4","10","180","Поступление","70"
"2198","10/8/2021","M4","10","18","Продажа","70"
"2199","10/8/2021","M4","13","180","Поступление","60"
"2200","10/8/2021","M4","13","20","Продажа","60"
"2201","10/8/2021","M4","15","180","Поступление","70"
"2202","10/8/2021","M4","15","20","Продажа","70"
"2203","10/8/2021","M5","4","170","Поступление","75"
"2204","10/8/2021","M5","4","36","Продажа","75"
"2205","10/8/2021","M5","5","180","Поступление","70"
"2206","10/8/2021","M5","5","36","Продажа","70"
"2207","10/8/2021","M5","6","180","Поступление","50"
"2208","10/8/2021","M5","6","36","Продажа","50"
"2209","10/8/2021","M5","9","170","Поступление","55"
"2210","10/8/2021","M5","9","30","Продажа","55"
"2211","10/8/2021","M5","10","180","Поступление","70"
"2212","10/8/2021","M5","10","30","Продажа","70"
"2213","10/8/2021","M5","13","180","Поступление","60"
"2214","10/8/2021","M5","13","24","Продажа","60"
"2215","10/8/2021","M5","15","180","Поступление","70"
"2216","10/8/2021","M5","15","20","Продажа","70"
"2217","10/8/2021","M6","4","180","Поступление","75"
"2218","10/8/2021","M6","4","36","Продажа","75"
"2219","10/8/2021","M6","5","170","Поступление","70"
"2220","10/8/2021","M6","5","36","Продажа","70"
"2221","10/8/2021","M6","6","180","Поступление","50"
"2222","10/8/2021","M6","6","36","Продажа","50"
"2223","10/8/2021","M6","9","180","Поступление","55"
"2224","10/8/2021","M6","9","30","Продажа","55"
"2225","10/8/2021","M6","10","170","Поступление","70"
"2226","10/8/2021","M6","10","30","Продажа","70"
"2227","10/8/2021","M6","13","180","Поступление","60"
"2228","10/8/2021","M6","13","24","Продажа","60"
"2229","10/8/2021","M6","15","180","Поступление","70"
"2230","10/8/2021","M6","15","0","Продажа","70"
"2231","10/8/2021","M7","4","180","Поступление","75"
"2232","10/8/2021","M7","4","36","Продажа","75"
"2233","10/8/2021","M7","5","180","Поступление","70"
"2234","10/8/2021","M7","5","24","Продажа","70"
"2235","10/8/2021","M7","6","170","Поступление","50"
"2236","10/8/2021","M7","6","18","Продажа","50"
"2237","10/8/2021","M7","9","180","Поступление","55"
"2238","10/8/2021","M7","9","30","Продажа","55"
"2239","10/8/2021","M7","10","180","Поступление","70"
"2240","10/8/2021","M7","10","18","Продажа","70"
"2241","10/8/2021","M7","13","170","Поступление","60"
"2242","10/8/2021","M7","13","20","Продажа","60"
"2243","10/8/2021","M7","15","180","Поступление","70"
"2244","10/8/2021","M7","15","60","Продажа","70"
"2245","10/8/2021","M8","4","180","Поступление","75"
"2246","10/8/2021","M8","4","36","Продажа","75"
"2247","10/8/2021","M8","5","180","Поступление","70"
"2248","10/8/2021","M8","5","24","Продажа","70"
"2249","10/8/2021","M8","6","180","Поступление","50"
"2250","10/8/2021","M8","6","18","Продажа","50"
"2251","10/8/2021","M8","9","170","Поступление","55"
"2252","10/8/2021","M8","9","30","Продажа","55"
"2253","10/8/2021","M8","10","180","Поступление","70"
"2254","10/8/2021","M8","10","18","Продажа","70"
"2255","10/8/2021","M8","13","180","Поступление","60"
"2256","10/8/2021","M8","13","20","Продажа","60"
"2257","10/8/2021","M8","15","170","Поступление","70"
"2258","10/8/2021","M8","15","10","Продажа","70"
"2259","10/8/2021","M9","4","180","Поступление","75"
"2260","10/8/2021","M9","4","24","Продажа","75"
"2261","10/8/2021","M9","5","180","Поступление","70"
"2262","10/8/2021","M9","5","12","Продажа","70"
"2263","10/8/2021","M9","6","180","Поступление","50"
"2264","10/8/2021","M9","6","15","Продажа","50"
"2265","10/8/2021","M9","9","180","Поступление","55"
"2266","10/8/2021","M9","9","18","Продажа","55"
"2267","10/8/2021","M9","10","170","Поступление","70"
"2268","10/8/2021","M9","10","18","Продажа","70"
"2269","10/8/2021","M9","13","180","Поступление","60"
"2270","10/8/2021","M9","13","16","Продажа","60"
"2271","10/8/2021","M9","15","180","Поступление","70"
"2272","10/8/2021","M9","15","12","Продажа","70"
